region,canal,metodo_pago,ticket,dias_entrega,satisfaccion
Sur,Web,Billetera digital,179.24,4.0,4.0
Lima,Web,Contra entrega,161.98,2.0,4.0
Lima,Web,Billetera digital,47.55,3.0,4.0
Lima,App,Billetera digital,215.35,3.0,5.0
Oriente,Web,Contra entrega,216.12,2.0,5.0
Lima,App,Billetera digital,129.55,1.0,5.0
Lima,App,Contra entrega,209.79,1.0,4.0
Norte,Web,Contra entrega,54.03,5.0,4.0
Norte,Web,Tarjeta,65.1,1.0,4.0
Oriente,Web,Contra entrega,45.03,5.0,3.0
Lima,Web,Tarjeta,276.33,2.0,4.0
Norte,App,Contra entrega,219.6,4.0,5.0
Lima,Web,Tarjeta,329.0,1.0,5.0
Oriente,App,Billetera digital,121.3,5.0,3.0
Norte,Web,Tarjeta,131.92,3.0,3.0
Lima,App,Tarjeta,202.77,1.0,5.0
Oriente,Web,Contra entrega,135.93,4.0,4.0
Sur,App,Billetera digital,82.74,3.0,4.0
Norte,Web,Tarjeta,212.38,4.0,4.0
Norte,App,Tarjeta,78.35,2.0,5.0
Centro,App,Tarjeta,90.13,1.0,5.0
Oriente,Web,Contra entrega,89.07,4.0,4.0
Norte,Web,Tarjeta,277.42,6.0,3.0
Oriente,App,Contra entrega,375.64,3.0,4.0
Oriente,App,Billetera digital,46.55,2.0,5.0
Lima,Web,Billetera digital,151.33,2.0,5.0
Sur,Web,Tarjeta,82.2,3.0,4.0
Centro,App,Billetera digital,147.77,1.0,5.0
Lima,Web,Tarjeta,83.51,1.0,4.0
Lima,Web,Tarjeta,113.28,1.0,4.0
Lima,App,Billetera digital,249.17,2.0,4.0
Norte,App,Billetera digital,77.24,3.0,4.0
Lima,App,Billetera digital,56.92,3.0,4.0
Lima,Web,Billetera digital,158.16,2.0,
Lima,App,Tarjeta,130.85,2.0,4.0
Sur,Web,Billetera digital,129.9,5.0,4.0
Lima,Web,Billetera digital,130.24,1.0,5.0
Centro,App,Tarjeta,161.14,1.0,5.0
Lima,Web,Tarjeta,301.85,3.0,5.0
Norte,App,Billetera digital,93.51,2.0,4.0
Norte,Web,Tarjeta,224.65,2.0,3.0
Lima,App,Tarjeta,103.82,1.0,5.0
Lima,Web,Contra entrega,253.92,1.0,3.0
Sur,Web,Tarjeta,48.34,1.0,4.0
Norte,Web,Billetera digital,61.12,5.0,5.0
Lima,Web,Contra entrega,168.35,2.0,4.0
Norte,App,Contra entrega,69.33,5.0,5.0
Lima,App,Tarjeta,251.57,1.0,4.0
Lima,Web,Tarjeta,136.97,3.0,3.0
Lima,App,Billetera digital,87.7,2.0,4.0
Lima,App,Billetera digital,264.65,1.0,4.0
Lima,App,Tarjeta,128.05,1.0,3.0
Sur,Web,Billetera digital,205.35,6.0,3.0
Lima,App,Billetera digital,87.28,1.0,4.0
Sur,App,Tarjeta,76.9,5.0,4.0
Lima,Web,Contra entrega,123.35,2.0,4.0
Oriente,App,Contra entrega,128.04,3.0,3.0
Lima,Web,Tarjeta,134.59,1.0,4.0
Norte,App,Billetera digital,219.53,3.0,4.0
Sur,Web,Contra entrega,234.16,2.0,4.0
Lima,App,Tarjeta,78.2,3.0,4.0
Lima,Web,Billetera digital,167.28,3.0,4.0
Norte,App,Contra entrega,215.33,2.0,3.0
Centro,App,Contra entrega,207.51,4.0,4.0
Lima,App,Tarjeta,114.58,1.0,5.0
Lima,Web,Billetera digital,227.19,3.0,3.0
Sur,App,Billetera digital,87.74,5.0,3.0
Lima,Web,Billetera digital,226.73,2.0,3.0
Sur,App,Billetera digital,94.4,3.0,4.0
Lima,App,Billetera digital,149.82,1.0,4.0
Norte,Web,Tarjeta,90.19,2.0,4.0
Lima,Web,Tarjeta,105.12,1.0,5.0
Lima,App,Tarjeta,76.55,2.0,4.0
Norte,App,Tarjeta,222.18,2.0,4.0
Norte,App,Contra entrega,74.56,1.0,4.0
Centro,App,Billetera digital,77.86,3.0,3.0
Sur,Web,Tarjeta,115.71,3.0,4.0
Lima,Web,Tarjeta,3374.24,3.0,5.0
Lima,Web,Contra entrega,207.2,1.0,4.0
Lima,Web,Billetera digital,87.16,3.0,5.0
Lima,App,Billetera digital,454.64,1.0,5.0
Centro,Web,Tarjeta,122.97,4.0,3.0
Lima,App,Tarjeta,309.92,2.0,5.0
Norte,Web,Billetera digital,361.3,2.0,4.0
Norte,App,Contra entrega,135.02,3.0,5.0
Lima,App,Tarjeta,85.74,1.0,4.0
Norte,App,Billetera digital,58.59,1.0,4.0
Centro,App,Billetera digital,32.67,7.0,5.0
Norte,App,Billetera digital,491.38,1.0,4.0
Sur,App,Contra entrega,54.62,4.0,3.0
Oriente,App,Contra entrega,183.21,7.0,3.0
Norte,App,Billetera digital,152.79,2.0,5.0
Lima,Web,Billetera digital,120.1,1.0,5.0
Lima,Web,Tarjeta,54.87,3.0,3.0
Lima,App,Tarjeta,181.19,1.0,4.0
Norte,App,Billetera digital,252.5,3.0,3.0
Centro,Web,Tarjeta,27.95,2.0,4.0
Lima,Web,Billetera digital,214.64,3.0,4.0
Lima,Web,Billetera digital,71.88,1.0,4.0
Lima,Web,Billetera digital,208.0,2.0,5.0
Lima,Web,Tarjeta,113.36,2.0,4.0
Lima,Web,Billetera digital,291.99,2.0,3.0
Lima,Web,Tarjeta,372.23,1.0,4.0
Sur,Web,Billetera digital,362.1,6.0,5.0
Lima,Web,Contra entrega,158.8,3.0,5.0
Sur,Web,Contra entrega,137.39,2.0,3.0
Norte,App,Contra entrega,125.45,3.0,4.0
Lima,Web,Billetera digital,55.59,4.0,4.0
Centro,Web,Tarjeta,200.64,7.0,2.0
Lima,App,Tarjeta,43.32,3.0,5.0
Sur,App,Tarjeta,108.96,1.0,4.0
Sur,Web,Billetera digital,97.37,5.0,3.0
Lima,Web,Billetera digital,87.7,1.0,5.0
Sur,Web,Tarjeta,554.17,2.0,3.0
Lima,Web,Tarjeta,85.98,2.0,4.0
Lima,App,Billetera digital,819.15,2.0,5.0
Centro,App,Tarjeta,94.15,3.0,4.0
Lima,Web,Contra entrega,248.36,2.0,3.0
Sur,Web,Contra entrega,87.65,3.0,4.0
Centro,Web,Contra entrega,131.89,4.0,4.0
Norte,Web,Billetera digital,82.84,2.0,5.0
Lima,Web,Tarjeta,82.16,3.0,5.0
Centro,Web,Contra entrega,94.21,5.0,4.0
Sur,App,Tarjeta,473.4,5.0,3.0
Norte,App,Tarjeta,61.82,5.0,5.0
Lima,App,Tarjeta,547.36,2.0,5.0
Sur,App,Tarjeta,99.79,4.0,4.0
Sur,Web,Tarjeta,51.78,5.0,4.0
Lima,Web,Billetera digital,158.51,4.0,3.0
Lima,App,Billetera digital,150.87,2.0,4.0
Sur,Web,Tarjeta,179.81,2.0,3.0
Centro,Web,Tarjeta,188.83,2.0,3.0
Norte,Web,Contra entrega,121.53,3.0,2.0
Lima,App,Tarjeta,409.38,2.0,4.0
Norte,Web,Tarjeta,335.12,3.0,4.0
Norte,App,Contra entrega,128.44,3.0,4.0
Norte,Web,Contra entrega,61.4,4.0,4.0
Lima,Web,Billetera digital,161.58,1.0,5.0
Lima,Web,Billetera digital,230.88,1.0,4.0
Lima,App,Billetera digital,313.87,2.0,4.0
Lima,App,Billetera digital,113.11,2.0,4.0
Sur,App,Tarjeta,186.95,3.0,4.0
Centro,App,Contra entrega,52.5,7.0,2.0
Lima,Web,Billetera digital,203.35,3.0,5.0
Sur,Web,Billetera digital,162.25,1.0,5.0
Lima,App,Billetera digital,120.27,2.0,4.0
Lima,App,Tarjeta,105.6,1.0,3.0
Lima,Web,Tarjeta,222.52,1.0,5.0
Norte,Web,Billetera digital,108.89,2.0,5.0
Centro,Web,Contra entrega,173.96,4.0,4.0
Lima,App,Billetera digital,209.38,3.0,3.0
Sur,App,Contra entrega,91.87,2.0,5.0
Sur,Web,Billetera digital,90.51,5.0,4.0
Norte,App,Tarjeta,77.58,4.0,4.0
Norte,App,Contra entrega,177.48,6.0,4.0
Lima,Web,Billetera digital,166.06,1.0,5.0
Centro,Web,Contra entrega,66.83,4.0,4.0
Norte,Web,Billetera digital,151.58,3.0,5.0
Oriente,App,Tarjeta,106.78,6.0,4.0
Norte,Web,Billetera digital,70.31,6.0,2.0
Lima,App,Tarjeta,185.12,3.0,5.0
Norte,Web,Tarjeta,132.14,2.0,4.0
Lima,App,Tarjeta,99.12,2.0,4.0
Lima,Web,Tarjeta,323.72,2.0,5.0
Lima,App,Tarjeta,59.89,3.0,5.0
Lima,Web,Billetera digital,232.3,1.0,5.0
Centro,App,Contra entrega,59.43,3.0,4.0
Lima,Web,Contra entrega,85.69,1.0,5.0
Sur,App,Billetera digital,125.21,2.0,4.0
Norte,Web,Tarjeta,221.35,6.0,4.0
Sur,Web,Billetera digital,102.74,3.0,4.0
Norte,App,Billetera digital,345.81,2.0,3.0
Lima,Web,Billetera digital,110.16,2.0,5.0
Norte,Web,Billetera digital,91.38,4.0,3.0
Norte,App,Contra entrega,112.91,7.0,2.0
Lima,App,Tarjeta,253.44,1.0,4.0
Lima,App,Tarjeta,100.18,1.0,3.0
Lima,Web,Contra entrega,213.72,1.0,4.0
Lima,Web,Tarjeta,35.67,2.0,4.0
Lima,App,Tarjeta,224.96,1.0,5.0
Centro,Web,Billetera digital,118.53,4.0,5.0
Norte,App,Tarjeta,83.08,4.0,5.0
Lima,Web,Tarjeta,96.59,1.0,5.0
Norte,Web,Tarjeta,150.26,2.0,5.0
Oriente,Web,Contra entrega,138.81,8.0,3.0
Norte,App,Billetera digital,64.34,3.0,5.0
Lima,App,Billetera digital,293.72,2.0,3.0
Lima,App,Billetera digital,115.09,2.0,4.0
Sur,App,Contra entrega,40.87,6.0,4.0
Lima,App,Tarjeta,229.64,2.0,5.0
Lima,App,Contra entrega,83.62,2.0,5.0
Lima,App,Tarjeta,155.72,3.0,4.0
Lima,App,Billetera digital,199.98,1.0,5.0
Oriente,Web,Tarjeta,45.83,6.0,4.0
Sur,Web,Tarjeta,62.14,3.0,5.0
Lima,Web,Billetera digital,386.59,4.0,4.0
Oriente,App,Contra entrega,280.31,4.0,4.0
Centro,Web,Billetera digital,151.47,5.0,3.0
Oriente,Web,Billetera digital,201.84,2.0,4.0
Sur,App,Tarjeta,86.07,6.0,4.0
Lima,App,Billetera digital,49.42,2.0,3.0
Norte,App,Tarjeta,156.4,3.0,5.0
Lima,App,Tarjeta,104.52,1.0,3.0
Sur,App,Contra entrega,222.61,1.0,4.0
Lima,Web,Billetera digital,178.44,2.0,5.0
Sur,App,Billetera digital,87.63,6.0,4.0
Centro,App,Contra entrega,73.56,2.0,5.0
Centro,Web,Contra entrega,207.89,5.0,4.0
Lima,Web,Billetera digital,237.89,1.0,4.0
Lima,App,Billetera digital,92.93,1.0,4.0
Sur,App,Tarjeta,178.93,1.0,5.0
Sur,Web,Tarjeta,231.08,2.0,3.0
Norte,Web,Tarjeta,61.42,2.0,5.0
Sur,Web,Billetera digital,21.6,3.0,4.0
Sur,Web,Tarjeta,56.88,7.0,3.0
Lima,App,Billetera digital,137.45,3.0,3.0
Centro,App,Tarjeta,66.16,4.0,4.0
Lima,Web,Tarjeta,62.21,1.0,4.0
Lima,App,Billetera digital,179.84,3.0,1.0
Sur,App,Contra entrega,182.18,3.0,4.0
Centro,App,Tarjeta,120.3,2.0,4.0
Sur,App,Billetera digital,159.68,3.0,4.0
Oriente,App,Contra entrega,110.38,4.0,
Sur,Web,Contra entrega,214.5,4.0,4.0
Lima,Web,Tarjeta,97.3,2.0,4.0
Norte,Web,Billetera digital,57.15,4.0,3.0
Lima,Web,Contra entrega,143.08,4.0,4.0
Centro,Web,Tarjeta,43.63,4.0,4.0
Lima,Web,Tarjeta,52.16,2.0,4.0
Lima,Web,Billetera digital,280.75,2.0,3.0
Norte,Web,Tarjeta,189.14,1.0,4.0
Lima,Web,Tarjeta,102.58,1.0,5.0
Norte,App,Tarjeta,107.61,3.0,5.0
Centro,Web,Billetera digital,120.91,2.0,4.0
Lima,Web,Tarjeta,106.11,2.0,5.0
Norte,App,Tarjeta,124.85,7.0,5.0
Lima,App,Billetera digital,226.66,2.0,3.0
Norte,App,Billetera digital,160.92,3.0,
Centro,Web,Billetera digital,107.28,4.0,3.0
Lima,App,Tarjeta,254.07,3.0,3.0
Lima,Web,Billetera digital,98.72,3.0,4.0
Lima,App,Billetera digital,205.17,3.0,4.0
Norte,Web,Billetera digital,76.67,1.0,5.0
Lima,Web,Billetera digital,195.03,3.0,4.0
Norte,Web,Billetera digital,174.9,2.0,5.0
Norte,Web,Billetera digital,46.3,2.0,5.0
Lima,App,Billetera digital,107.2,3.0,5.0
Lima,Web,Tarjeta,142.72,2.0,4.0
Norte,App,Billetera digital,79.77,1.0,5.0
Lima,Web,Contra entrega,252.29,1.0,4.0
Sur,App,Contra entrega,2260.74,3.0,3.0
Norte,Web,Tarjeta,97.89,5.0,4.0
Norte,Web,Contra entrega,90.08,5.0,5.0
Lima,Web,Tarjeta,64.75,2.0,3.0
Oriente,Web,Billetera digital,226.49,9.0,3.0
Oriente,Web,Tarjeta,80.27,6.0,3.0
Sur,App,Tarjeta,105.05,3.0,5.0
Lima,Web,Billetera digital,114.38,1.0,5.0
Sur,Web,Billetera digital,106.84,1.0,5.0
Lima,Web,Billetera digital,99.62,1.0,4.0
Sur,App,Contra entrega,61.48,3.0,3.0
Lima,Web,Billetera digital,117.22,3.0,4.0
Norte,Web,Contra entrega,210.87,4.0,4.0
Centro,Web,Tarjeta,223.19,5.0,2.0
Lima,Web,Billetera digital,161.95,1.0,5.0
Norte,App,Billetera digital,153.41,3.0,5.0
Lima,Web,Billetera digital,100.79,1.0,5.0
Centro,Web,Billetera digital,125.38,1.0,5.0
Oriente,Web,Contra entrega,94.98,6.0,2.0
Lima,Web,Tarjeta,162.38,2.0,5.0
Sur,Web,Tarjeta,208.66,4.0,4.0
Lima,App,Billetera digital,202.84,1.0,4.0
Norte,Web,Billetera digital,116.9,2.0,4.0
Sur,Web,Tarjeta,72.7,3.0,3.0
Sur,Web,Contra entrega,207.86,4.0,2.0
Oriente,Web,Billetera digital,75.41,5.0,4.0
Norte,Web,Contra entrega,111.37,4.0,4.0
Lima,Web,Billetera digital,136.89,1.0,5.0
Norte,App,Tarjeta,264.31,4.0,4.0
Lima,Web,Tarjeta,92.8,1.0,4.0
Oriente,App,Contra entrega,68.47,2.0,5.0
Sur,Web,Billetera digital,97.84,2.0,
Norte,Web,Billetera digital,103.79,4.0,5.0
Norte,App,Tarjeta,219.21,2.0,5.0
Lima,Web,Tarjeta,352.6,4.0,5.0
Norte,App,Contra entrega,123.84,6.0,3.0
Centro,App,Tarjeta,50.62,2.0,4.0
Sur,Web,Tarjeta,159.29,3.0,3.0
Norte,Web,Billetera digital,125.83,4.0,5.0
Oriente,App,Billetera digital,133.72,3.0,5.0
Norte,App,Tarjeta,87.96,2.0,5.0
Sur,Web,Tarjeta,137.86,3.0,4.0
Centro,App,Billetera digital,111.52,5.0,5.0
Lima,Web,Contra entrega,261.19,1.0,5.0
Sur,Web,Billetera digital,118.38,1.0,5.0
Norte,App,Tarjeta,116.22,3.0,3.0
Centro,Web,Billetera digital,134.78,6.0,4.0
Centro,App,Contra entrega,43.14,5.0,3.0
Centro,Web,Contra entrega,100.45,3.0,4.0
Lima,App,Tarjeta,168.47,1.0,5.0
Lima,Web,Tarjeta,61.7,3.0,4.0
Sur,Web,Billetera digital,67.87,2.0,5.0
Lima,Web,Billetera digital,150.89,3.0,5.0
Centro,App,Tarjeta,159.15,6.0,4.0
Lima,App,Contra entrega,92.48,3.0,5.0
Norte,Web,Billetera digital,214.82,6.0,2.0
Sur,App,Contra entrega,66.23,3.0,2.0
Centro,App,Billetera digital,149.18,4.0,3.0
Lima,App,Tarjeta,296.93,1.0,
Oriente,Web,Contra entrega,101.43,3.0,4.0
Norte,App,Tarjeta,48.93,4.0,3.0
Oriente,App,Contra entrega,142.75,4.0,4.0
Lima,Web,Billetera digital,65.1,2.0,3.0
Lima,Web,Billetera digital,123.43,1.0,3.0
Lima,Web,Contra entrega,154.88,1.0,5.0
Sur,Web,Billetera digital,133.18,5.0,3.0
Lima,App,Tarjeta,78.59,3.0,3.0
Lima,App,Tarjeta,101.66,1.0,5.0
Centro,Web,Billetera digital,83.83,5.0,3.0
Lima,Web,Billetera digital,118.63,1.0,4.0
Lima,Web,Tarjeta,446.2,1.0,5.0
Lima,App,Billetera digital,163.01,1.0,5.0
Lima,Web,Contra entrega,81.97,2.0,3.0
Lima,Web,Tarjeta,56.51,2.0,4.0
Oriente,Web,Contra entrega,173.97,5.0,4.0
Lima,App,Billetera digital,304.64,1.0,4.0
Lima,App,Billetera digital,430.42,1.0,5.0
Lima,Web,Billetera digital,219.76,1.0,5.0
Norte,App,Billetera digital,610.2,2.0,5.0
Lima,App,Billetera digital,201.33,2.0,4.0
Lima,App,Billetera digital,134.02,2.0,4.0
Sur,App,Billetera digital,110.39,4.0,5.0
Norte,Web,Billetera digital,119.63,5.0,1.0
Centro,Web,Billetera digital,144.54,5.0,4.0
Lima,App,Tarjeta,135.21,1.0,3.0
Sur,Web,Contra entrega,51.63,4.0,4.0
Lima,App,Billetera digital,84.1,1.0,4.0
Norte,App,Billetera digital,183.71,2.0,4.0
Centro,Web,Billetera digital,397.13,4.0,3.0
Lima,App,Tarjeta,164.2,2.0,4.0
Oriente,Web,Contra entrega,206.21,3.0,5.0
Norte,App,Billetera digital,208.9,3.0,5.0
Lima,Web,Tarjeta,194.81,3.0,4.0
Norte,Web,Tarjeta,98.51,2.0,4.0
Lima,Web,Tarjeta,251.67,2.0,4.0
Sur,App,Contra entrega,93.7,2.0,5.0
Lima,App,Tarjeta,25.08,1.0,4.0
Oriente,App,Tarjeta,297.01,9.0,3.0
Sur,Web,Billetera digital,193.7,2.0,5.0
Centro,Web,Contra entrega,318.74,4.0,4.0
Norte,App,Tarjeta,137.61,3.0,5.0
Centro,App,Billetera digital,435.36,3.0,5.0
Lima,Web,Billetera digital,124.17,2.0,4.0
Lima,Web,Contra entrega,134.24,1.0,4.0
Lima,Web,Tarjeta,154.79,1.0,5.0
Sur,Web,Tarjeta,271.49,4.0,4.0
Lima,App,Tarjeta,186.43,2.0,4.0
Lima,App,Tarjeta,232.82,1.0,3.0
Norte,App,Tarjeta,125.9,1.0,4.0
Lima,Web,Billetera digital,142.32,1.0,5.0
Lima,Web,Billetera digital,182.57,1.0,5.0
Norte,App,Contra entrega,60.95,1.0,5.0
Sur,Web,Tarjeta,176.8,1.0,3.0
Lima,Web,Contra entrega,71.28,1.0,4.0
Sur,App,Contra entrega,63.38,5.0,2.0
Norte,Web,Tarjeta,160.15,4.0,3.0
Sur,Web,Billetera digital,77.77,5.0,3.0
Norte,App,Billetera digital,219.26,4.0,4.0
Sur,App,Billetera digital,281.78,4.0,3.0
Lima,App,Tarjeta,236.33,2.0,3.0
Norte,Web,Billetera digital,57.45,3.0,5.0
Lima,App,Billetera digital,157.7,3.0,3.0
Sur,App,Tarjeta,128.11,6.0,4.0
Lima,App,Billetera digital,97.24,2.0,3.0
Sur,Web,Tarjeta,62.74,2.0,2.0
Oriente,App,Billetera digital,68.27,4.0,5.0
Lima,Web,Tarjeta,222.63,1.0,4.0
Lima,Web,Tarjeta,95.9,1.0,4.0
Sur,Web,Contra entrega,164.69,1.0,3.0
Lima,App,Tarjeta,113.05,3.0,4.0
Lima,App,Tarjeta,96.4,2.0,5.0
Lima,Web,Tarjeta,157.65,3.0,2.0
Lima,Web,Billetera digital,61.12,1.0,5.0
Centro,App,Billetera digital,169.45,4.0,4.0
Sur,Web,Billetera digital,127.89,6.0,4.0
Norte,Web,Contra entrega,162.45,3.0,5.0
Lima,Web,Tarjeta,163.69,1.0,3.0
Centro,App,Tarjeta,169.74,2.0,5.0
Lima,Web,Billetera digital,129.11,3.0,4.0
Lima,App,Contra entrega,80.86,4.0,5.0
Sur,Web,Billetera digital,343.72,1.0,5.0
Lima,App,Billetera digital,241.98,4.0,4.0
Norte,App,Tarjeta,190.04,2.0,5.0
Oriente,Web,Billetera digital,173.65,7.0,2.0
Lima,Web,Tarjeta,55.45,1.0,3.0
Lima,Web,Billetera digital,62.79,2.0,5.0
Sur,Web,Contra entrega,274.6,2.0,5.0
Lima,Web,Billetera digital,49.43,2.0,5.0
Lima,Web,Tarjeta,89.58,2.0,4.0
Lima,App,Billetera digital,282.2,1.0,4.0
Lima,App,Contra entrega,137.3,2.0,5.0
Norte,App,Billetera digital,116.69,2.0,2.0
Centro,App,Tarjeta,131.98,6.0,4.0
Lima,App,Billetera digital,131.74,1.0,3.0
Norte,App,Tarjeta,74.7,4.0,4.0
Oriente,App,Contra entrega,59.86,1.0,5.0
Oriente,Web,Tarjeta,121.33,5.0,4.0
Lima,Web,Billetera digital,152.89,4.0,2.0
Sur,App,Billetera digital,229.03,3.0,4.0
Centro,App,Contra entrega,124.64,6.0,2.0
Norte,App,Tarjeta,48.71,1.0,5.0
Centro,Web,Contra entrega,64.0,3.0,5.0
Oriente,App,Contra entrega,126.24,5.0,5.0
Centro,Web,Tarjeta,158.15,4.0,
Centro,Web,Tarjeta,322.83,4.0,4.0
Sur,App,Tarjeta,111.03,6.0,4.0
Lima,Web,Tarjeta,175.6,3.0,4.0
Lima,App,Billetera digital,169.89,1.0,4.0
Norte,Web,Contra entrega,257.8,5.0,4.0
Norte,Web,Contra entrega,69.49,4.0,3.0
Lima,App,Billetera digital,80.61,3.0,3.0
Sur,App,Contra entrega,106.54,2.0,4.0
Centro,App,Billetera digital,973.88,2.0,4.0
Norte,App,Tarjeta,131.57,4.0,3.0
Centro,App,Contra entrega,303.9,4.0,4.0
Norte,App,Billetera digital,175.57,3.0,
Oriente,App,Billetera digital,138.01,7.0,4.0
Norte,App,Billetera digital,248.85,2.0,5.0
Centro,Web,Tarjeta,52.08,1.0,5.0
Lima,App,Contra entrega,157.41,3.0,4.0
Lima,App,Tarjeta,224.01,1.0,5.0
Lima,Web,Billetera digital,130.55,1.0,3.0
Sur,App,Tarjeta,93.38,3.0,4.0
Lima,Web,Tarjeta,168.71,2.0,5.0
Norte,App,Billetera digital,79.04,5.0,4.0
Norte,Web,Tarjeta,70.97,1.0,5.0
Oriente,App,Billetera digital,217.99,4.0,5.0
Lima,Web,Tarjeta,352.14,2.0,5.0
Lima,Web,Billetera digital,344.62,4.0,
Lima,Web,Tarjeta,312.37,1.0,4.0
Lima,Web,Tarjeta,274.08,2.0,5.0
Sur,App,Tarjeta,173.73,2.0,4.0
Sur,App,Contra entrega,62.45,10.0,3.0
Norte,App,Billetera digital,44.72,3.0,3.0
Lima,Web,Tarjeta,262.66,2.0,5.0
Lima,App,Billetera digital,215.08,1.0,5.0
Lima,Web,Tarjeta,231.16,2.0,5.0
Norte,Web,Tarjeta,133.69,3.0,5.0
Lima,Web,Tarjeta,217.53,2.0,3.0
Lima,App,Billetera digital,89.84,2.0,5.0
Lima,App,Contra entrega,110.56,1.0,5.0
Norte,Web,Billetera digital,147.88,3.0,5.0
Sur,App,Tarjeta,191.91,9.0,2.0
Norte,App,Contra entrega,162.89,2.0,5.0
Lima,Web,Billetera digital,189.45,2.0,4.0
Lima,Web,Billetera digital,65.94,1.0,
Norte,App,Billetera digital,67.02,4.0,4.0
Lima,Web,Billetera digital,230.71,4.0,5.0
Sur,Web,Tarjeta,83.86,3.0,4.0
Lima,App,Billetera digital,178.5,1.0,5.0
Lima,App,Tarjeta,161.34,2.0,3.0
Norte,Web,Contra entrega,212.8,6.0,4.0
Lima,Web,Billetera digital,127.87,4.0,5.0
Oriente,Web,Contra entrega,129.34,3.0,4.0
Lima,Web,Billetera digital,152.68,1.0,4.0
Lima,Web,Billetera digital,109.39,1.0,5.0
Norte,App,Billetera digital,204.75,5.0,4.0
Norte,App,Billetera digital,176.58,5.0,4.0
Lima,Web,Tarjeta,202.81,1.0,5.0
Lima,App,Billetera digital,37.58,1.0,5.0
Lima,Web,Contra entrega,68.21,2.0,4.0
Lima,Web,Billetera digital,153.86,3.0,3.0
Lima,Web,Tarjeta,112.6,1.0,5.0
Sur,App,Billetera digital,397.14,3.0,4.0
Oriente,App,Tarjeta,122.11,9.0,3.0
Lima,Web,Contra entrega,189.86,1.0,5.0
Lima,Web,Billetera digital,96.51,1.0,5.0
Lima,App,Tarjeta,64.46,1.0,4.0
Lima,App,Tarjeta,156.59,1.0,4.0
Oriente,Web,Contra entrega,99.41,3.0,5.0
Lima,App,Tarjeta,236.49,2.0,5.0
Centro,App,Tarjeta,188.66,4.0,5.0
Norte,App,Contra entrega,104.75,5.0,4.0
Lima,Web,Tarjeta,261.62,2.0,5.0
Lima,Web,Billetera digital,96.39,2.0,4.0
Lima,Web,Billetera digital,157.43,2.0,5.0
Norte,Web,Billetera digital,206.07,1.0,4.0
Lima,Web,Tarjeta,250.27,1.0,4.0
Centro,App,Tarjeta,106.04,4.0,4.0
Norte,Web,Contra entrega,114.73,2.0,5.0
Lima,Web,Tarjeta,107.97,3.0,3.0
Lima,Web,Tarjeta,152.66,5.0,4.0
Lima,Web,Billetera digital,390.92,1.0,4.0
Lima,App,Billetera digital,63.21,1.0,5.0
Lima,Web,Tarjeta,219.59,2.0,4.0
Sur,Web,Billetera digital,158.17,8.0,3.0
Sur,Web,Tarjeta,100.16,2.0,5.0
Lima,Web,Contra entrega,47.17,2.0,4.0
Centro,Web,Billetera digital,139.3,6.0,5.0
Lima,App,Billetera digital,230.28,2.0,5.0
Lima,Web,Tarjeta,182.33,2.0,5.0
Lima,App,Contra entrega,128.19,2.0,5.0
Lima,App,Contra entrega,139.26,1.0,3.0
Sur,App,Contra entrega,94.63,6.0,5.0
Sur,App,Billetera digital,232.74,2.0,4.0
Oriente,App,Tarjeta,165.18,6.0,4.0
Sur,App,Tarjeta,81.89,4.0,4.0
Lima,App,Billetera digital,166.97,2.0,4.0
Centro,Web,Billetera digital,61.92,6.0,3.0
Sur,Web,Tarjeta,105.02,3.0,4.0
Sur,Web,Contra entrega,127.67,2.0,4.0
Lima,App,Billetera digital,275.82,1.0,4.0
Lima,Web,Contra entrega,81.51,4.0,4.0
Norte,Web,Contra entrega,99.33,1.0,5.0
Sur,App,Billetera digital,146.11,5.0,3.0
Norte,Web,Tarjeta,142.13,2.0,5.0
Lima,App,Billetera digital,166.67,1.0,5.0
Lima,Web,Billetera digital,143.88,2.0,4.0
Lima,App,Billetera digital,128.14,1.0,5.0
Centro,Web,Tarjeta,57.64,2.0,4.0
Oriente,Web,Contra entrega,64.52,5.0,4.0
Norte,App,Contra entrega,81.4,3.0,5.0
Norte,App,Billetera digital,182.93,3.0,4.0
Lima,Web,Tarjeta,237.26,2.0,4.0
Norte,App,Contra entrega,420.31,4.0,5.0
Norte,App,Billetera digital,142.11,1.0,5.0
Lima,App,Tarjeta,84.47,3.0,4.0
Centro,Web,Contra entrega,86.04,2.0,5.0
Lima,App,Tarjeta,82.13,1.0,4.0
Lima,Web,Tarjeta,134.47,3.0,5.0
Lima,App,Tarjeta,473.63,2.0,5.0
Lima,App,Tarjeta,140.4,3.0,5.0
Norte,App,Contra entrega,65.52,1.0,5.0
Lima,App,Billetera digital,178.07,2.0,5.0
Oriente,App,Contra entrega,256.01,6.0,4.0
Sur,Web,Tarjeta,196.95,1.0,5.0
Lima,Web,Tarjeta,30.06,1.0,
Sur,App,Billetera digital,126.64,6.0,4.0
Centro,Web,Billetera digital,60.28,5.0,3.0
Lima,Web,Tarjeta,116.9,2.0,5.0
Sur,Web,Contra entrega,53.36,3.0,4.0
Norte,App,Billetera digital,250.68,3.0,4.0
Sur,Web,Contra entrega,222.34,3.0,4.0
Lima,App,Tarjeta,73.52,2.0,4.0
Sur,Web,Tarjeta,75.19,2.0,5.0
Lima,App,Contra entrega,390.86,2.0,4.0
